2021-10-15 00:05:19.703283,57,24
2021-10-15 00:14:22.504484,57,24
2021-10-15 00:15:22.819842,57,24
2021-10-15 00:19:24.065586,58,24
2021-10-15 00:21:24.629770,58,24
2021-10-15 00:24:25.573954,58,24
2021-10-15 00:27:26.508039,58,24
2021-10-15 00:32:28.075350,58,24
2021-10-15 00:33:28.393098,58,24
2021-10-15 00:40:30.574202,58,24
2021-10-15 00:41:30.890188,58,24
2021-10-15 00:44:31.837960,58,24
2021-10-15 00:45:32.117921,58,24
2021-10-15 00:50:33.689556,58,24
2021-10-15 00:53:34.645327,58,24
2021-10-15 00:54:34.958229,58,24
2021-10-15 00:56:35.596378,58,24
2021-10-15 00:58:36.220443,58,24
2021-10-15 00:59:36.535003,58,24
2021-10-15 01:00:36.851314,58,24
2021-10-15 01:04:38.097422,58,24
2021-10-15 01:09:39.654777,59,24
2021-10-15 01:10:39.971193,58,24
2021-10-15 01:11:40.286210,58,24
2021-10-15 01:12:40.605375,58,24
2021-10-15 01:15:41.547731,58,24
2021-10-15 01:16:41.869255,59,24
2021-10-15 01:18:42.502403,59,24
2021-10-15 01:19:42.814616,59,24
2021-10-15 01:20:43.130234,59,24
2021-10-15 01:21:43.445805,59,24
2021-10-15 01:24:44.378813,59,24
2021-10-15 01:25:44.695199,59,24
2021-10-15 01:26:45.009056,59,24
2021-10-15 01:27:45.325115,59,24
2021-10-15 01:28:45.638677,59,24
2021-10-15 01:29:45.961161,59,24
2021-10-15 01:36:48.149458,59,24
2021-10-15 01:37:48.466775,59,24
2021-10-15 01:38:48.782029,59,24
2021-10-15 01:39:49.098938,59,24
2021-10-15 01:41:49.727992,59,24
2021-10-15 01:43:50.359930,59,24
2021-10-15 01:46:51.296608,60,24
2021-10-15 01:48:51.925467,60,24
2021-10-15 01:50:52.554896,60,24
2021-10-15 01:51:52.866405,60,24
2021-10-15 01:52:53.178417,60,24
2021-10-15 01:54:53.814158,60,24
2021-10-15 01:55:54.128980,60,24
2021-10-15 01:57:54.754603,60,24
2021-10-15 01:58:55.073973,60,24
2021-10-15 02:03:56.625247,60,24
2021-10-15 02:04:56.887944,60,24
2021-10-15 02:05:57.206966,60,24
2021-10-15 02:07:57.824156,60,24
2021-10-15 02:08:58.137527,60,24
2021-10-15 02:11:59.083697,60,24
2021-10-15 02:17:00.644799,60,24
2021-10-15 02:18:00.954157,60,24
2021-10-15 02:21:01.884834,60,24
2021-10-15 02:24:02.821257,60,24
2021-10-15 02:33:05.621325,60,24
2021-10-15 02:36:06.537607,60,24
2021-10-15 02:37:06.855387,60,24
2021-10-15 02:40:07.810044,60,24
2021-10-15 02:59:13.768665,61,24
2021-10-15 03:02:14.705187,61,24
2021-10-15 03:07:16.278031,61,24
2021-10-15 03:09:16.914249,61,24
2021-10-15 03:12:17.854351,61,24
2021-10-15 03:13:18.164617,61,24
2021-10-15 03:15:18.787271,61,24
