2021-10-11 00:00:20.888218,63,24
2021-10-11 00:01:21.206063,63,24
2021-10-11 00:02:21.473937,63,24
2021-10-11 00:03:21.791747,63,24
2021-10-11 00:04:22.108972,63,24
2021-10-11 00:05:22.422244,63,24
2021-10-11 00:06:22.739989,63,24
2021-10-11 00:07:23.007391,63,24
2021-10-11 00:08:23.323405,63,24
2021-10-11 00:09:23.639619,63,24
2021-10-11 00:10:23.957208,63,24
2021-10-11 00:11:24.274006,63,24
2021-10-11 00:12:24.544130,63,24
2021-10-11 00:13:24.860264,63,24
2021-10-11 00:14:25.171065,63,24
2021-10-11 00:16:25.806359,63,24
2021-10-11 00:17:26.122484,63,24
2021-10-11 00:18:26.382231,63,24
2021-10-11 00:19:26.673900,63,24
2021-10-11 00:21:27.249281,63,24
2021-10-11 00:22:27.566893,63,24
2021-10-11 00:23:27.827721,63,24
2021-10-11 00:24:28.145401,63,24
2021-10-11 00:25:28.463058,63,24
2021-10-11 00:26:28.780486,63,24
2021-10-11 00:27:29.098065,63,24
2021-10-11 00:28:29.380268,63,24
2021-10-11 00:29:29.698015,63,24
2021-10-11 00:30:30.015649,63,24
2021-10-11 00:31:30.333309,63,24
2021-10-11 00:32:30.655566,63,24
2021-10-11 00:33:30.973293,63,24
2021-10-11 00:34:31.260335,63,24
2021-10-11 00:35:31.524034,63,24
2021-10-11 00:36:31.782760,63,24
2021-10-11 00:37:32.102595,63,24
2021-10-11 00:38:32.401793,63,24
2021-10-11 00:39:32.719532,63,24
2021-10-11 00:40:32.982726,63,24
2021-10-11 00:41:33.252417,63,24
2021-10-11 00:43:33.824218,63,24
2021-10-11 00:44:34.141915,63,24
2021-10-11 00:45:34.459491,63,24
2021-10-11 00:46:34.777596,63,24
2021-10-11 00:47:35.048952,63,24
2021-10-11 00:48:35.366633,63,24
2021-10-11 00:49:35.684227,63,24
2021-10-11 00:50:35.983233,63,24
2021-10-11 00:51:36.300922,63,24
2021-10-11 00:52:36.575071,63,24
2021-10-11 00:53:36.892828,63,24
2021-10-11 00:54:37.160625,63,24
2021-10-11 00:55:37.476740,63,24
2021-10-11 00:56:37.792836,63,24
2021-10-11 00:57:38.101747,63,24
2021-10-11 00:58:38.417955,63,24
2021-10-11 00:59:38.734024,63,24
2021-10-11 01:00:38.997740,63,24
2021-10-11 01:01:39.255920,63,24
2021-10-11 01:02:39.541148,63,24
2021-10-11 01:03:39.857256,62,24
2021-10-11 01:04:40.122604,62,24
2021-10-11 01:05:40.422708,62,24
2021-10-11 01:06:40.681096,62,24
2021-10-11 01:07:40.988951,62,24
2021-10-11 01:08:41.305036,62,24
2021-10-11 01:09:41.627653,62,24
2021-10-11 01:10:41.951486,62,24
2021-10-11 01:11:42.269520,62,24
2021-10-11 01:13:42.874253,62,24
2021-10-11 01:14:43.191778,62,24
2021-10-11 01:15:43.510953,62,24
2021-10-11 01:16:43.772540,62,24
2021-10-11 01:17:44.063438,62,24
2021-10-11 01:18:44.341197,62,24
